symbol,chain_id,direction,entry,stop_loss,tp1,rr,status,pnl_r,signal_time,entry_time,exit_time,exit_price,bars_in_trade
BTC/USDT,Signal_1,LONG,101656.7404,100346.56007142857,102698.70999999999,1.91,CANCELLED,0.0,2025-11-13 07:30,,2025-11-13 07:45,,0
BTC/USDT,Signal_1,LONG,101656.7404,100362.46307142857,102698.70999999999,1.93,CANCELLED,0.0,2025-11-13 10:00,,2025-11-13 10:15,,0
BTC/USDT,Signal_1,LONG,103196.38,102047.02507142856,104246.11499999999,6.49,CLOSED_SL,-1.0,2025-11-12 20:00,2025-11-13 05:45,2025-11-13 14:30,102047.02507142856,36
BTC/USDT,Signal_1,LONG,102270.59700000001,100291.23664285714,102698.70999999999,4.24,CANCELLED,0.0,2025-11-13 20:00,,2025-11-14 08:45,,0
BTC/USDT,Signal_1,LONG,102270.59700000001,100291.23664285714,102698.70999999999,4.24,CANCELLED,0.0,2025-11-13 22:30,,2025-11-14 11:15,,0
BTC/USDT,Signal_1,LONG,95107.277,93389.24092857142,96744.9,1.76,CANCELLED,0.0,2025-11-15 09:30,,2025-11-15 22:15,,0
BTC/USDT,Signal_1,LONG,95107.277,93421.67028571428,96744.9,1.79,CANCELLED,0.0,2025-11-15 12:00,,2025-11-16 00:45,,0
BTC/USDT,Signal_1,LONG,95107.277,93464.03778571429,96744.9,1.84,CLOSED_SL,-1.0,2025-11-15 22:15,2025-11-16 01:00,2025-11-16 21:30,93464.03778571429,83
BTC/USDT,Signal_1,LONG,95107.277,93512.36692857143,96744.9,1.89,CLOSED_SL,-1.0,2025-11-16 00:45,2025-11-16 01:00,2025-11-16 21:30,93512.36692857143,83
BTC/USDT,Signal_1,LONG,95107.277,93614.72435714286,96008.51000000001,2.02,CLOSED_TP,2.02,2025-11-16 21:30,2025-11-17 00:45,2025-11-17 08:15,96008.51000000001,31
BTC/USDT,Signal_1,LONG,95107.277,93614.72435714286,96008.51000000001,2.02,CLOSED_TP,2.02,2025-11-16 23:00,2025-11-17 00:45,2025-11-17 08:15,96008.51000000001,31
BTC/USDT,Signal_1,LONG,94268.3276,92678.23692857144,96008.51000000001,2.43,CLOSED_TP,2.43,2025-11-17 08:15,2025-11-17 13:30,2025-11-17 14:30,96008.51000000001,5
BTC/USDT,Signal_1,LONG,94268.3276,92678.23692857144,96008.51000000001,2.43,CLOSED_TP,2.43,2025-11-17 09:00,2025-11-17 13:30,2025-11-17 14:30,96008.51000000001,5
BTC/USDT,Signal_1,LONG,94268.3276,92639.1885,95688.38500000001,2.37,CLOSED_SL,-1.0,2025-11-17 14:30,2025-11-17 15:00,2025-11-17 18:00,92639.1885,13
BTC/USDT,Signal_1,LONG,90238.9228,88765.16271428572,92985.39,2.13,CLOSED_SL,-1.0,2025-11-19 00:00,2025-11-19 05:45,2025-11-19 19:30,88765.16271428572,56
BTC/USDT,Signal_1,LONG,90238.9228,88765.16271428572,92985.39,2.13,CLOSED_SL,-1.0,2025-11-19 01:00,2025-11-19 05:45,2025-11-19 19:30,88765.16271428572,56
BTC/USDT,Signal_1,LONG,90238.9228,88728.44828571429,92245.82,2.07,CLOSED_TP,2.07,2025-11-19 19:30,2025-11-19 21:15,2025-11-20 00:30,92245.82,14
BTC/USDT,2.6,SHORT,91474.08,92544.45792857143,89253.315,2.29,CLOSED_SL,-1.0,2025-11-19 21:15,2025-11-19 23:15,2025-11-20 01:30,92544.45792857143,10
BTC/USDT,Signal_1,LONG,89449.7238,88104.08978571428,90652.485,2.03,CANCELLED,0.0,2025-11-20 12:00,,2025-11-20 12:15,,0
BTC/USDT,Signal_1,LONG,89449.7238,88104.08978571428,90652.485,2.03,CANCELLED,0.0,2025-11-20 14:30,,2025-11-20 14:45,,0
BTC/USDT,2.6,SHORT,89544.575,90442.84264285714,88396.11178571428,2.56,CANCELLED,0.0,2025-11-20 16:15,,2025-11-20 16:30,,0
BTC/USDT,2.6,LONG,84287.89499999999,83105.89907142856,85129.945,1.86,CLOSED_TP,1.86,2025-11-21 20:30,2025-11-21 20:45,2025-11-21 21:30,85129.945,4
